sample,int.time,rep
Latentcomp_8,16.4519117455937,1
Latentcomp_9,16.3239132919302,1
Latentcomp_7,13.9254505274106,1
Latentcomp_3,12.9258852005621,1
Latentcomp_4,14.6450660542387,1
Latentcomp_2,14.4476433105077,1
Latentcomp_1,14.0339777721834,1
Latentcomp_6,15.4019448378627,1
Latentcomp_5,15.2902405083955,1
Latentcomp_10,15.6125185340706,1
Latentcomp_6,14.970152065738,10
Latentcomp_8,7.49296816915135,10
Latentcomp_7,11.8426726290347,10
Latentcomp_2,17.6823043672941,10
Latentcomp_3,17.6823043672941,10
Latentcomp_4,17.8118619421053,10
Latentcomp_10,12.3556319141144,10
Latentcomp_9,13.5894635723777,10
Latentcomp_5,13.5894635723777,10
Latentcomp_1,15.0523042579402,10
Latentcomp_4,16.2577310272246,11
Latentcomp_7,14.5825781549566,11
Latentcomp_2,14.4207745330328,11
Latentcomp_8,7.44893346171732,11
Latentcomp_3,15.0540135237407,11
Latentcomp_1,14.1884798081856,11
Latentcomp_5,7.92513762009731,11
Latentcomp_10,17.8318136536154,11
Latentcomp_9,15.4747425483919,11
Latentcomp_6,14.1183925447972,11
Latentcomp_2,8.95109635865011,12
Latentcomp_9,11.2150522536878,12
Latentcomp_8,14.2024772841534,12
Latentcomp_10,10.00353937618,12
Latentcomp_5,13.6071015479784,12
Latentcomp_1,15.4746790123554,12
Latentcomp_6,11.2452415973825,12
Latentcomp_4,6.01673505602383,12
Latentcomp_7,16.7714758732407,12
Latentcomp_3,12.4449213717078,12
Latentcomp_7,15.1239241129563,13
Latentcomp_8,7.65428206421474,13
Latentcomp_2,12.7493139538497,13
Latentcomp_10,9.62902808676003,13
Latentcomp_3,14.2353780601842,13
Latentcomp_6,12.684023218386,13
Latentcomp_5,13.5302913338672,13
Latentcomp_9,8.62809736570955,13
Latentcomp_4,10.2334440125125,13
Latentcomp_1,12.3180154569714,13
Latentcomp_7,16.4617494867859,14
Latentcomp_10,15.7323666629078,14
Latentcomp_8,14.8721428740735,14
Latentcomp_5,10.2790065052845,14
Latentcomp_9,15.1312356153555,14
Latentcomp_1,14.8866126719845,14
Latentcomp_6,6.72579866225233,14
Latentcomp_4,13.6790033482411,14
Latentcomp_2,13.6790033482411,14
Latentcomp_3,16.172538856311,14
Latentcomp_7,15.5523785736278,15
Latentcomp_10,14.3882454550763,15
Latentcomp_1,14.3882454550763,15
Latentcomp_8,13.2097445232703,15
Latentcomp_9,12.0651936389135,15
Latentcomp_5,6.96479681670453,15
Latentcomp_4,14.9089750942708,15
Latentcomp_6,13.8477750425992,15
Latentcomp_2,10.7208990682585,15
Latentcomp_3,11.17415490859,15
Latentcomp_6,15.7460367977971,16
Latentcomp_1,17.2036653042534,16
Latentcomp_5,15.1405756358727,16
Latentcomp_10,6.33040788687872,16
Latentcomp_9,11.3600608972919,16
Latentcomp_7,11.8775199255517,16
Latentcomp_2,11.8775199255517,16
Latentcomp_4,11.8775199255517,16
Latentcomp_8,14.6435197465774,16
Latentcomp_3,13.5921557845963,16
Latentcomp_6,15.916634323066,17
Latentcomp_3,14.5799221013308,17
Latentcomp_10,15.5476494332094,17
Latentcomp_7,16.4795458287618,17
Latentcomp_1,14.3843520954829,17
Latentcomp_4,13.9124723181679,17
Latentcomp_8,9.26171072723536,17
Latentcomp_9,8.26169046970413,17
Latentcomp_2,13.880035782538,17
Latentcomp_5,14.6438042291617,17
Latentcomp_4,16.6104711364265,18
Latentcomp_7,16.6104711364265,18
Latentcomp_8,13.9471097834456,18
Latentcomp_3,16.3394050934847,18
Latentcomp_1,15.2771465228273,18
Latentcomp_10,9.35181087886933,18
Latentcomp_5,14.7642497510544,18
Latentcomp_2,16.2780206340625,18
Activecomp2_2,10.0047566608261,18
Latentcomp_9,10.0047566608261,18
Latentcomp_6,17.6273007748758,18
Latentcomp_1,13.6301834915265,19
Latentcomp_8,15.6389870660533,19
Latentcomp_9,11.3820892264988,19
Latentcomp_10,16.6248978071276,19
Latentcomp_3,16.6248978071276,19
Latentcomp_4,17.3008060120696,19
Latentcomp_6,15.6816399653763,19
Latentcomp_5,11.4593575912836,19
Latentcomp_2,15.8554376995196,19
Latentcomp_7,15.4202656225141,19
Latentcomp_10,14.4140587937401,2
Latentcomp_1,15.8725830205674,2
Latentcomp_2,7.76327440017781,2
Latentcomp_7,17.1406853183826,2
Latentcomp_9,8.10339222549736,2
Latentcomp_6,15.057616895281,2
Latentcomp_3,9.43486143547369,2
Latentcomp_4,9.55973868569304,2
Latentcomp_5,6.18938673542754,2
Latentcomp_8,13.5414113869951,2
Latentcomp_4,12.4883233182161,20
Latentcomp_10,16.540268006761,20
Latentcomp_7,9.65707295684319,20
Latentcomp_6,13.5028696429016,20
Latentcomp_2,13.5028696429016,20
Latentcomp_5,14.7533485669962,20
Latentcomp_9,12.7203046685288,20
Latentcomp_3,16.3543145910796,20
Latentcomp_8,16.6295532403884,20
Latentcomp_1,16.6295532403884,20
Latentcomp_8,5.25923943314533,21
Latentcomp_9,14.5174664732094,21
Latentcomp_5,5.20048275627755,21
Latentcomp_2,14.9075108049332,21
Latentcomp_3,15.3576101659767,21
Latentcomp_1,14.0892877700102,21
Latentcomp_6,15.582391837931,21
Latentcomp_4,15.582391837931,21
Activecomp1_1,15.582391837931,21
Latentcomp_10,14.8973728952194,21
Latentcomp_7,14.8973728952194,21
Latentcomp_5,13.9188145543242,22
Latentcomp_3,14.2526608881913,22
Latentcomp_8,10.3758784884767,22
Latentcomp_6,10.6074760937241,22
Latentcomp_9,13.9476455980997,22
Latentcomp_7,15.5198846900317,22
Latentcomp_4,16.0692252198476,22
Latentcomp_2,11.8688739169404,22
Latentcomp_10,9.2229655929879,22
Latentcomp_1,11.1808389627079,22
Latentcomp_9,15.2514396206727,23
Latentcomp_8,14.064624949137,23
Latentcomp_2,9.95050887750778,23
Latentcomp_1,12.5888821505486,23
Latentcomp_10,15.873449985905,23
Latentcomp_3,17.8350960061216,23
Latentcomp_4,11.5621137259463,23
Latentcomp_5,12.7677848298441,23
Latentcomp_7,5.00547105036592,23
Latentcomp_6,10.6158480158313,23
Latentcomp_2,14.4461050371597,24
Latentcomp_5,14.5754162460261,24
Latentcomp_7,14.9542727769968,24
Latentcomp_9,14.9542727769968,24
Latentcomp_8,10.0852739498611,24
Latentcomp_4,11.6310312865729,24
Latentcomp_6,18.1017036692374,24
Latentcomp_3,18.1017036692374,24
Latentcomp_1,9.1571458816859,24
Latentcomp_10,16.6559813863195,24
Latentcomp_4,1.19882050333258,25
Latentcomp_6,16.01987984825,25
Latentcomp_7,15.0033173596623,25
Latentcomp_8,9.65757685275659,25
Latentcomp_2,2.37359539638505,25
Latentcomp_9,16.4525337629707,25
Latentcomp_5,16.4525337629707,25
Latentcomp_1,14.5824866698175,25
Latentcomp_10,14.631708307971,25
Latentcomp_3,3.86691151495806,25
Latentcomp_10,13.0334542677847,26
Latentcomp_5,14.549652237742,26
